Latitude,Longitude (Decimal Degrees),Total Magnetic Field (nT),Corrected Total Magnetic Field (nT)
40.9368,-111.6524,75.7,-64.6
40.9368,-111.6519,80.8,-65.8
40.9368,-111.6515,88.1,-65.5
40.9368,-111.651,96.5,-62.8
40.9368,-111.6507,104.5,-60.4
40.9368,-111.6502,112.0,-59.9
40.9368,-111.6499,120.6,-59.8
40.9368,-111.6494,131.0,-61.1
40.9369,-111.649,140.6,-61.9
40.9369,-111.6485,142.9,-60.5
40.9369,-111.6482,134.7,-59.5
40.9369,-111.6477,121.0,-58.2
40.9369,-111.6474,108.4,-57.7
40.9369,-111.6469,98.9,-57.7
40.9369,-111.6465,93.4,-57.7
40.9369,-111.646,92.7,-58.6
40.9369,-111.6457,97.9,-57.3
40.9369,-111.6452,111.3,-58.3
40.937,-111.6444,128.1,-58.0
40.937,-111.644,139.1,-56.4
40.937,-111.6435,142.1,-56.3
40.937,-111.6432,141.6,-56.8
40.937,-111.6427,139.9,-56.6
40.937,-111.6424,138.4,-57.6
40.937,-111.6419,137.5,-57.4
40.937,-111.6415,135.8,-59.1
40.937,-111.641,132.0,-59.5
40.937,-111.6407,126.6,-58.2
40.937,-111.6402,121.8,-57.3
40.9371,-111.6399,118.6,-58.4
40.9371,-111.6394,114.4,-58.5
40.9371,-111.639,106.0,-58.5
40.9371,-111.6385,95.7,-59.3
40.9371,-111.6382,88.5,-58.7
40.9371,-111.6377,86.9,-59.8
40.9371,-111.6374,90.2,-59.2
40.9371,-111.6368,97.4,-58.5
40.9371,-111.6365,106.0,-57.7
40.9371,-111.636,110.0,-58.4
40.9371,-111.6357,104.5,-58.0
40.9372,-111.6352,91.9,-57.7
40.9372,-111.6348,79.5,-57.7
40.9372,-111.6343,74.0,-58.1
40.9372,-111.634,78.2,-57.0
40.9372,-111.6335,86.2,-57.0
40.9372,-111.6332,91.2,-56.8
40.9372,-111.6327,99.3,-56.6
40.9372,-111.6323,117.5,-56.6
40.9372,-111.6318,139.7,-55.7
40.9372,-111.6315,153.7,-53.8
40.9372,-111.631,153.7,-53.3
40.9373,-111.6307,142.9,-53.7
40.9373,-111.6302,132.6,-55.7
40.9373,-111.6298,128.1,-55.9
40.9373,-111.6293,124.7,-54.2
40.9373,-111.629,120.0,-51.3
40.9373,-111.6285,115.7,-51.4
40.9373,-111.6282,112.7,-53.9
40.9373,-111.6277,110.1,-55.8
40.9373,-111.6273,107.8,-56.8
40.9373,-111.6268,107.9,-54.1
40.9373,-111.6265,111.5,-55.2
40.9374,-111.626,117.5,-54.1
40.9374,-111.6257,123.2,-54.7
40.9374,-111.6252,126.2,-55.1
40.9374,-111.6248,125.5,-57.6
40.9374,-111.6243,121.6,-57.4
40.9374,-111.624,115.1,-57.1
40.9374,-111.6235,106.6,-55.5
40.9374,-111.6232,97.9,-53.8
40.9374,-111.6227,90.8,-53.0
40.9374,-111.6223,85.4,-55.8
40.9374,-111.6218,80.7,-59.7
40.9374,-111.6215,77.0,-62.0
40.9375,-111.621,75.4,-60.9
40.9375,-111.6207,75.3,-58.4
40.9375,-111.6201,74.8,-55.7
40.9375,-111.6198,73.4,-54.7
40.9375,-111.6193,72.0,-56.9
40.9375,-111.619,70.3,-58.7
40.9375,-111.6185,68.3,-61.7
40.9375,-111.6181,67.7,-62.0
40.9375,-111.6176,69.5,-59.9
40.9375,-111.6173,72.1,-57.3
40.9375,-111.6168,73.4,-55.5
40.9376,-111.6165,74.1,-53.4
40.9376,-111.616,76.1,-57.2
40.9376,-111.6156,79.8,-58.4
40.9376,-111.6151,84.2,-60.5
40.9376,-111.6148,88.8,-61.1
40.9376,-111.6143,93.8,-60.9
40.9376,-111.614,100.0,-60.8
40.9376,-111.6135,107.2,-59.1
40.9376,-111.6131,115.1,-57.0
40.9376,-111.6126,123.2,-58.3
40.9376,-111.6123,130.9,-58.5
40.9377,-111.6118,138.3,-59.2
40.9377,-111.6115,143.6,-59.5
40.9377,-111.611,142.8,-58.8
40.9377,-111.6106,135.6,-58.0
40.9377,-111.6101,127.7,-56.4
40.9377,-111.6098,124.8,-57.2
40.9377,-111.6093,126.6,-59.3
40.9377,-111.609,127.3,-60.8
40.9377,-111.6085,123.9,-61.9
40.9377,-111.6081,119.9,-60.5
40.9378,-111.6073,116.8,-57.5
40.9378,-111.6068,110.7,-58.0
40.9378,-111.6065,100.0,-60.7
40.9378,-111.606,88.5,-63.5
40.9378,-111.6056,79.0,-64.3
40.9378,-111.6051,71.9,-62.5
40.9378,-111.6048,66.7,-60.1
40.9378,-111.6043,63.9,-57.4
40.9378,-111.604,64.1,-56.9
40.9378,-111.6034,67.0,-60.0
40.9378,-111.6031,71.5,-65.4
40.9379,-111.6026,76.9,-69.0
40.9379,-111.6023,82.9,-69.0
40.9379,-111.6018,88.7,-66.4
40.9379,-111.6014,92.6,-64.8
40.9379,-111.6009,92.7,-63.5
40.9379,-111.6006,89.1,-65.3
40.9379,-111.6001,84.0,-67.7
40.9379,-111.5998,78.5,-69.8
40.9379,-111.5993,73.1,-71.4
40.9379,-111.5989,68.0,-70.0
40.9379,-111.5984,63.4,-70.8
40.9379,-111.5981,60.1,-70.4
40.938,-111.5976,59.6,-70.8
40.938,-111.5973,61.9,-72.9
40.938,-111.5968,65.2,-72.3
40.938,-111.5964,67.4,-72.9
40.938,-111.5959,70.6,-72.4
40.938,-111.5956,83.3,-72.5
40.938,-111.5948,103.1,-70.6
40.938,-111.5943,117.9,-73.1
40.938,-111.5939,124.5,-72.7
40.938,-111.5934,129.9,-73.7
40.9381,-111.5931,134.4,-74.9
40.9381,-111.5926,134.4,-72.9
40.9381,-111.5923,128.2,-72.7
40.9381,-111.5918,117.9,-71.8
40.9381,-111.5914,109.3,-72.2
40.9381,-111.5909,105.2,-71.5
40.9381,-111.5906,103.9,-72.4
40.9381,-111.5901,103.2,-73.8
40.9381,-111.5898,102.9,-75.3
40.9381,-111.5893,103.4,-73.9
40.9381,-111.5889,104.6,-75.2
40.9382,-111.5884,106.7,-73.9
40.9382,-111.5881,109.1,-72.5
40.9382,-111.5876,109.3,-68.5
40.9382,-111.5873,105.7,-61.8
40.9382,-111.5868,100.1,-51.9
40.9382,-111.5864,94.9,-43.2
40.9382,-111.5859,90.1,-34.7
40.9382,-111.5856,85.0,-24.5
40.9382,-111.5851,79.9,-17.1
40.9382,-111.5847,75.5,-13.7
40.9382,-111.5842,72.3,-14.0
40.9382,-111.5839,70.6,-16.0
40.9383,-111.5834,69.9,-21.3
40.9383,-111.5831,70.0,-24.8
40.9383,-111.5826,71.1,-23.9
40.9383,-111.5822,72.9,-22.6
40.9383,-111.5817,75.0,-20.3
40.9383,-111.5814,77.2,-17.9
40.9383,-111.5809,79.4,-17.3
40.9383,-111.5806,80.9,-16.3
40.9383,-111.5801,81.7,-15.4
40.9383,-111.5797,82.0,-13.9
40.9383,-111.5792,81.9,-12.3
40.9384,-111.5789,81.7,-10.8
40.9384,-111.5784,81.5,-12.5
40.9384,-111.5781,81.6,-14.8
40.9384,-111.5776,81.8,-18.3
40.9384,-111.5772,81.7,-20.7
40.9384,-111.5767,81.5,-19.6
40.9384,-111.5764,81.4,-20.3
40.9384,-111.5759,81.4,-20.1
40.9384,-111.5756,81.3,-20.8
40.9384,-111.5751,80.4,-21.3
40.9384,-111.5747,78.7,-22.3
40.9384,-111.5742,77.1,-22.8
40.9385,-111.5739,76.0,-22.6
40.9385,-111.5734,75.2,-22.0
40.9385,-111.5731,74.8,-22.8
40.9385,-111.5726,74.9,-22.5
40.9385,-111.5722,76.0,-22.6
40.9385,-111.5717,78.0,-23.4
40.9385,-111.5714,80.1,-22.7
40.9385,-111.5709,81.2,-22.6
40.9385,-111.5706,81.6,-18.9
40.9385,-111.57,81.9,-15.3
40.9385,-111.5697,80.9,-16.3
40.9386,-111.5692,77.8,-16.1
40.9386,-111.5689,75.0,-14.2
40.9386,-111.5684,75.0,-14.6
40.9386,-111.568,78.5,-15.2
40.9386,-111.5675,84.5,-13.5
40.9386,-111.5672,91.5,-10.8
40.9386,-111.5667,99.1,-6.3
40.9386,-111.5664,107.8,-3.0
40.9386,-111.5659,115.2,0.0
40.9386,-111.5655,116.8,3.8
40.9386,-111.565,110.5,8.9
40.9386,-111.5647,98.6,16.6
40.9387,-111.5642,86.5,26.4
40.9387,-111.5639,78.4,33.8
40.9387,-111.5634,75.6,35.9
40.9387,-111.563,76.7,35.2
40.9387,-111.5625,79.1,31.4
40.9387,-111.5622,82.5,23.5
40.9387,-111.5617,89.2,7.7
40.9387,-111.5614,99.3,-10.5
40.9387,-111.5609,110.0,-28.7
40.9387,-111.5605,117.0,-43.2
40.9387,-111.56,116.1,-54.9
40.9388,-111.5597,108.4,-59.5
40.9388,-111.5592,99.6,-57.0
40.9388,-111.5589,93.3,-57.7
40.9388,-111.5584,89.0,-57.0
40.9388,-111.5581,85.8,-55.1
40.9388,-111.5577,83.1,-54.9
40.9388,-111.5574,80.5,-58.2
40.9388,-111.5569,77.9,-57.9
40.9388,-111.5566,76.6,-57.0
40.9389,-111.5561,79.7,-63.9
40.9389,-111.5558,87.7,-63.7
40.9389,-111.5554,95.8,-49.1
40.9389,-111.5551,99.8,-41.5
40.9389,-111.5546,98.9,-46.5
40.9389,-111.5543,95.0,-49.5
40.9389,-111.5538,91.5,-50.3
40.9389,-111.5535,91.4,-51.5
40.939,-111.5531,93.7,-48.0
40.939,-111.5528,94.3,-41.5
40.939,-111.5523,91.7,-34.2
40.939,-111.552,88.0,-28.5
40.939,-111.5515,85.9,-24.8
40.939,-111.5512,85.3,-24.7
40.939,-111.5508,86.2,-31.2
40.939,-111.5505,89.4,-36.7
40.9391,-111.55,93.7,-42.2
40.9391,-111.5497,94.1,-42.9
40.9391,-111.5492,88.3,-40.3
40.9391,-111.5489,80.6,-33.0
40.9391,-111.5485,75.7,-25.6
40.9391,-111.5482,74.3,-19.0
40.9391,-111.5477,76.1,-16.2
40.9391,-111.5474,81.0,-18.2
40.9392,-111.5469,86.3,-18.9
40.9392,-111.5466,87.9,-17.3
40.9392,-111.5462,85.8,-14.8
40.9392,-111.5459,83.3,-12.9
40.9392,-111.5454,81.9,-11.1
40.9392,-111.5451,80.4,-7.3
40.9392,-111.5446,78.4,-3.8
40.9392,-111.5443,76.6,-3.6
40.9393,-111.5439,75.9,-5.6
40.9393,-111.5436,77.2,-7.6
40.9393,-111.5431,82.1,-10.4
40.9393,-111.5428,89.7,-13.7
40.9393,-111.5423,97.0,-15.6
40.9393,-111.542,100.0,-16.0
40.9393,-111.5416,98.5,-13.1
40.9393,-111.5413,94.8,-9.3
40.9394,-111.5408,91.2,-5.2
40.9394,-111.5405,88.2,-0.2
40.9394,-111.54,86.6,2.2
40.9394,-111.5397,87.5,1.6
40.9394,-111.5393,90.7,0.2
40.9394,-111.539,95.0,-3.9
40.9394,-111.5385,97.7,-8.4
40.9394,-111.5382,97.7,-9.9
40.9395,-111.5377,96.1,-8.3
40.9395,-111.5374,93.6,-5.3
40.9395,-111.537,91.0,-1.8
40.9395,-111.5367,89.9,0.2
40.9395,-111.5362,90.7,-0.5
40.9395,-111.5359,91.5,-0.2
40.9395,-111.5354,90.5,1.6
40.9395,-111.5351,88.6,6.5
40.9396,-111.5347,87.0,11.7
40.9396,-111.5344,86.1,17.0
40.9396,-111.5339,85.1,21.0
40.9396,-111.5336,83.8,24.5
40.9396,-111.5331,82.3,27.0
40.9396,-111.5328,80.3,29.4
40.9396,-111.5324,77.5,32.5
40.9396,-111.5321,74.5,34.9
40.9397,-111.5316,71.7,36.0
40.9397,-111.5313,69.2,36.3
40.9397,-111.5308,67.5,33.0
40.9397,-111.5305,67.1,23.5
40.9397,-111.5301,68.5,11.4
40.9397,-111.5298,71.8,-4.0
40.9397,-111.5293,76.0,-18.5
40.9397,-111.529,79.5,-30.9
40.9397,-111.5285,81.3,-43.3
40.9398,-111.5282,81.5,-51.4
40.9398,-111.5278,81.2,-57.6
40.9398,-111.5275,81.2,-57.9
40.9398,-111.527,81.6,-58.2
40.9398,-111.5267,81.9,-54.2
40.9398,-111.5262,81.9,-53.9
40.9398,-111.5259,81.9,-50.9
40.9398,-111.5255,82.4,-48.0
40.9399,-111.5252,83.3,-45.6
40.9399,-111.5247,84.2,-42.8
40.9399,-111.5244,84.8,-39.0
40.9399,-111.5239,85.6,-36.6
40.9399,-111.5236,86.5,-33.4
40.9399,-111.5232,86.9,-30.6
40.9399,-111.5229,85.9,-24.8
40.9399,-111.5224,83.6,-19.0
40.94,-111.5221,81.2,-18.4
40.94,-111.5216,80.6,-21.4
40.94,-111.5213,83.3,-23.5
40.94,-111.5209,89.5,-24.6
40.94,-111.5206,96.6,-24.1
40.94,-111.5201,101.4,-24.4
40.94,-111.5198,102.7,-24.1
40.94,-111.5193,102.0,-23.3
40.9401,-111.519,100.5,-20.9
40.9401,-111.5186,98.2,-18.2
40.9401,-111.5183,95.3,-18.4
40.9401,-111.5178,93.3,-18.0
40.9401,-111.5175,94.1,-19.9
40.9401,-111.517,99.7,-19.5
40.9401,-111.5167,108.7,-18.7
40.9401,-111.5163,114.2,-17.2
40.9401,-111.516,111.9,-16.3
40.9402,-111.5155,105.4,-15.8
40.9402,-111.5152,100.1,-16.6
40.9402,-111.5147,96.5,-16.4
40.9402,-111.5144,93.9,-17.0
40.9402,-111.514,94.7,-17.2
40.9402,-111.5137,99.8,-16.3
40.9402,-111.5132,103.8,-15.1
40.9402,-111.5129,101.5,-14.6
40.9403,-111.5124,97.8,-15.5
40.9403,-111.5121,101.1,-16.2
40.9403,-111.5114,109.6,-17.1
40.9403,-111.5109,115.5,-16.1
40.9403,-111.5106,116.3,-15.4
40.9403,-111.5101,115.9,-15.8
40.9403,-111.5098,115.7,-17.1
40.9404,-111.5094,115.0,-17.4
40.9404,-111.5091,112.9,-18.4
40.9404,-111.5086,109.1,-17.5
40.9404,-111.5083,103.9,-16.0
40.9404,-111.5078,98.0,-14.7
40.9404,-111.5075,92.0,-14.6
40.9404,-111.5071,86.5,-16.0
40.9404,-111.5068,82.3,-17.1
40.9405,-111.5063,80.7,-17.6
40.9405,-111.506,81.9,-19.6
40.9405,-111.5055,85.8,-19.6
40.9405,-111.5052,90.6,-16.8
40.9405,-111.5048,94.9,-14.9
40.9405,-111.5045,98.1,-12.8
40.9405,-111.504,100.6,-13.4
40.9405,-111.5037,102.1,-13.4
40.9406,-111.5032,102.2,-15.6
40.9406,-111.5029,101.2,-17.6
40.9406,-111.5025,100.0,-17.3
40.9406,-111.5022,99.7,-14.6
40.9406,-111.5017,100.6,-15.1
40.9406,-111.5014,102.3,-11.8
40.9406,-111.5009,104.2,-14.4
40.9406,-111.5006,105.0,-14.9
40.9407,-111.5002,104.7,-13.9
40.9407,-111.4999,104.1,-13.4
40.9407,-111.4994,104.0,-14.3
40.9407,-111.4991,104.4,-13.1
40.9407,-111.4986,104.6,-13.3
40.9407,-111.4983,103.5,-13.0
40.9407,-111.4979,100.2,-12.6
40.9407,-111.4976,96.0,-11.8
40.9407,-111.4971,92.7,-12.5
40.9408,-111.4968,91.3,-12.4
40.9408,-111.4963,92.0,-12.1
40.9408,-111.496,94.3,-13.8
40.9408,-111.4956,98.2,-11.9
40.9408,-111.4953,103.0,-10.5
40.9408,-111.4948,108.1,-8.6
40.9408,-111.4945,113.9,-8.4
40.9408,-111.494,121.5,-8.7
40.9409,-111.4937,131.0,-9.0
40.9409,-111.4933,139.8,-9.9
40.9409,-111.493,145.3,-8.5
40.9409,-111.4925,148.4,-6.9
40.9409,-111.4922,151.4,-6.3
40.9409,-111.4917,155.5,-4.2
40.9409,-111.4914,159.6,-5.8
40.9409,-111.491,162.3,-6.2
40.941,-111.4907,161.4,-8.5
40.941,-111.4902,153.5,-7.4
40.941,-111.4899,137.5,-7.4
40.941,-111.4895,116.8,-5.8
40.941,-111.4891,98.8,-6.1
40.941,-111.4887,91.8,-7.7
40.941,-111.4884,98.3,-8.4
40.941,-111.4879,108.5,-9.9
40.941,-111.4876,111.0,-8.3
40.9411,-111.4872,105.4,-6.7
40.9411,-111.4868,98.1,-5.4
40.9411,-111.4864,92.5,-7.0
40.9411,-111.4861,88.3,-9.1
40.9411,-111.4856,84.1,-10.2
40.9411,-111.4853,79.2,-10.6
40.9411,-111.4849,74.6,-9.2
40.9411,-111.4845,71.7,-5.0
40.9412,-111.4841,71.4,-6.6
40.9412,-111.4838,74.3,-7.5
40.9412,-111.4833,81.7,-10.0
40.9412,-111.483,92.3,-12.2
40.9412,-111.4826,100.6,-12.3
40.9412,-111.4822,100.8,-10.2
40.9412,-111.4818,94.0,-7.4
40.9412,-111.4815,85.6,-6.6
40.9413,-111.481,79.1,-5.9
40.9413,-111.4807,75.2,-6.5
40.9413,-111.4803,72.7,-10.8
40.9413,-111.4799,70.1,-14.8
40.9413,-111.4795,66.6,-13.6
40.9413,-111.4792,62.3,-10.8
40.9413,-111.4787,58.5,-7.9
40.9413,-111.4784,57.1,-7.6
40.9414,-111.478,58.9,-7.2
40.9414,-111.4776,62.6,-6.1
40.9414,-111.4772,66.7,-6.3
40.9414,-111.4769,69.9,-7.3
40.9414,-111.4764,72.0,-8.2
40.9414,-111.4761,73.2,-7.4
40.9414,-111.4757,74.3,-7.2
40.9414,-111.4753,76.4,-6.5
40.9415,-111.4749,79.6,-6.0
40.9415,-111.4746,82.5,-5.2
40.9415,-111.4741,83.0,-5.1
40.9415,-111.4738,81.2,-4.2
40.9415,-111.4734,78.9,-3.2
40.9415,-111.473,77.3,-3.3
40.9415,-111.4726,77.1,-4.0
40.9415,-111.4723,79.3,-4.2
40.9415,-111.4718,85.0,-4.0
40.9416,-111.4715,92.4,-3.4
40.9416,-111.4711,96.6,-3.5
40.9416,-111.4707,95.7,-2.0
40.9416,-111.4703,92.6,-1.6
40.9416,-111.47,90.7,-1.2
40.9416,-111.4695,89.6,-3.1
40.9416,-111.4692,88.7,-3.4
40.9416,-111.4688,88.0,-4.7
40.9416,-111.4685,86.4,-3.2
40.9416,-111.468,83.3,-4.3
40.9416,-111.4678,79.4,-4.9
40.9416,-111.4673,75.3,-3.5
40.9416,-111.467,71.0,-4.4
40.9415,-111.4666,67.1,-2.7
40.9415,-111.4663,65.0,-2.9
40.9415,-111.4659,65.4,-2.9
40.9415,-111.4656,67.6,-3.2
40.9415,-111.4652,70.8,-5.0
40.9415,-111.4649,74.3,-1.4
40.9414,-111.4645,78.3,0.2
40.9414,-111.4642,82.4,2.2
40.9414,-111.4638,86.2,1.5
40.9414,-111.4635,89.0,-0.4
40.9414,-111.463,90.7,-0.8
40.9414,-111.4628,91.1,-1.8
40.9413,-111.4623,90.5,-0.8
40.9413,-111.462,89.6,1.1
40.9413,-111.4616,88.7,1.9
40.9413,-111.4613,88.1,2.9
40.9413,-111.4609,87.3,2.2
40.9413,-111.4606,85.7,1.1
40.9412,-111.4602,83.8,-0.1
40.9412,-111.4599,82.1,0.0
40.9412,-111.4595,81.4,0.5
40.9412,-111.4592,82.1,1.3
40.9412,-111.4587,83.7,1.8
40.9411,-111.4585,84.9,2.7
40.9411,-111.458,85.8,2.0
40.9411,-111.4577,87.5,2.8
40.9411,-111.4573,90.7,3.0
40.9411,-111.457,93.1,3.2
40.9411,-111.4566,91.2,3.6
40.941,-111.4563,85.7,3.3
40.941,-111.4559,79.9,4.7
40.941,-111.4556,75.5,6.8
40.941,-111.4552,72.0,8.5
40.941,-111.4549,69.6,6.9
40.941,-111.4545,69.6,5.7
40.9409,-111.4542,72.2,5.3
40.9409,-111.4537,74.9,4.1
40.9409,-111.4535,75.0,5.6
40.9409,-111.453,72.4,6.6
40.9409,-111.4527,68.9,8.2
40.9409,-111.4523,65.9,7.9
40.9408,-111.452,64.4,6.4
40.9408,-111.4516,64.3,5.2
40.9408,-111.4513,65.2,5.5
40.9408,-111.4509,66.5,4.5
40.9408,-111.4506,67.3,5.7
40.9407,-111.4502,66.7,6.1
40.9407,-111.4499,64.8,6.8
40.9407,-111.4495,62.7,6.9
40.9407,-111.4492,61.4,5.5
40.9407,-111.4487,61.8,4.0
40.9407,-111.4485,63.7,2.5
40.9406,-111.448,66.7,5.0
40.9406,-111.4477,70.4,7.8
40.9406,-111.4473,74.8,9.5
40.9406,-111.447,79.1,9.8
40.9406,-111.4466,82.6,8.9
40.9406,-111.4463,85.1,7.7
40.9405,-111.4459,87.1,7.6
40.9405,-111.4456,89.0,8.9
40.9405,-111.4452,91.1,8.0
40.9405,-111.4449,93.8,8.3
40.9405,-111.4445,96.5,7.6
40.9405,-111.4442,97.9,8.5
40.9404,-111.4437,96.9,8.0
40.9404,-111.4434,93.5,9.4
40.9404,-111.443,89.0,11.0
40.9404,-111.4427,85.1,11.1
40.9404,-111.4423,82.5,10.1
40.9404,-111.442,82.3,8.6
40.9403,-111.4416,84.1,9.4
40.9403,-111.4413,84.9,10.7
40.9403,-111.4409,82.3,13.1
40.9403,-111.4406,79.0,13.3
40.9403,-111.4402,78.8,14.1
40.9403,-111.4399,80.7,12.2
40.9402,-111.4394,81.1,11.0
40.9402,-111.4392,78.3,9.9
40.9402,-111.4387,74.3,11.0
40.9402,-111.4384,72.0,13.0
40.9402,-111.438,71.6,15.0
40.9401,-111.4377,71.8,16.0
40.9401,-111.4373,71.1,15.5
40.9401,-111.437,69.8,15.8
40.9401,-111.4366,68.9,15.2
40.9401,-111.4363,69.0,14.7
40.9401,-111.4359,70.9,14.6
40.94,-111.4356,75.5,15.9
40.94,-111.4352,81.8,16.7
40.94,-111.4349,86.6,17.0
40.94,-111.4344,88.1,15.9
40.94,-111.4342,86.7,16.1
40.94,-111.4337,83.7,16.0
40.9399,-111.4334,79.6,17.0
40.9399,-111.433,74.6,19.3
40.9399,-111.4327,70.5,20.5
40.9399,-111.4323,69.2,20.0
40.9399,-111.432,71.1,20.0
40.9398,-111.4316,74.7,19.1
40.9398,-111.4313,77.9,18.5
40.9398,-111.4309,79.9,18.4
40.9398,-111.4306,81.0,17.4
40.9398,-111.4302,81.9,17.4
40.9398,-111.4299,83.7,17.5
40.9397,-111.4294,87.0,18.7
40.9397,-111.4292,90.6,18.5
40.9397,-111.4287,93.1,18.5
40.9397,-111.4284,94.6,18.4
40.9397,-111.428,96.4,17.9
40.9397,-111.4277,98.5,17.8
40.9396,-111.4273,99.9,17.2
40.9396,-111.427,100.5,17.2
40.9396,-111.4266,100.7,19.4
40.9396,-111.4263,100.8,19.2
40.9396,-111.4259,101.1,19.0
40.9396,-111.4256,102.3,18.5
40.9395,-111.4252,103.5,18.9
40.9395,-111.4249,102.4,19.3
40.9395,-111.4244,99.5,19.2
40.9395,-111.4241,98.9,18.7
40.9395,-111.4237,105.0,19.9
40.9395,-111.4234,116.8,19.8
40.9394,-111.423,128.6,21.2
40.9394,-111.4227,133.8,20.8
40.9394,-111.4223,130.3,21.2
40.9394,-111.422,122.0,19.8
40.9394,-111.4216,114.7,19.3
40.9393,-111.4213,110.0,19.8
40.9393,-111.4209,106.4,21.2
40.9393,-111.4206,103.4,22.3
40.9393,-111.4201,101.3,21.5
40.9393,-111.4199,99.2,20.8
40.9393,-111.4194,96.7,20.0
40.9392,-111.4191,94.9,19.0
40.9392,-111.4187,94.3,20.2
40.9392,-111.4184,94.0,21.3
40.9392,-111.418,93.3,22.2
40.9392,-111.4177,92.3,21.7
40.9392,-111.4173,90.9,21.7
40.9391,-111.417,88.4,21.5
40.9391,-111.4166,84.4,21.8
40.9391,-111.4163,79.3,21.7
40.9391,-111.4159,74.2,21.9
40.9391,-111.4156,69.1,23.9
40.939,-111.4151,64.2,22.6
40.939,-111.4149,60.4,23.0
40.939,-111.4144,60.0,24.3
40.939,-111.4141,64.4,21.9
40.939,-111.4137,72.4,22.1
40.939,-111.4134,80.7,21.5
40.9389,-111.413,87.3,22.2
40.9389,-111.4127,91.9,23.5
40.9389,-111.4123,95.1,22.0
40.9389,-111.412,97.1,24.8
40.9389,-111.4116,98.1,22.5
40.9389,-111.4113,98.3,21.8
40.9388,-111.4109,97.6,23.7
40.9388,-111.4106,96.2,20.8
40.9388,-111.4101,94.6,23.9
40.9388,-111.4099,92.7,24.0
40.9388,-111.4094,89.1,22.0
40.9388,-111.4091,83.7,23.4
40.9387,-111.4087,77.4,23.5
40.9387,-111.4084,70.9,23.9
40.9387,-111.408,66.1,23.8
40.9387,-111.4077,65.1,23.9
40.9387,-111.4073,67.8,24.8
40.9387,-111.407,71.5,24.4
40.9386,-111.4066,74.5,24.9
40.9386,-111.4063,77.0,25.2
40.9386,-111.4059,79.1,26.3
40.9386,-111.4056,80.9,25.9
40.9386,-111.4051,82.4,25.7
40.9385,-111.4049,83.4,25.8
40.9385,-111.4044,83.6,25.6
40.9354,-111.4044,105.6,30.4
40.9354,-111.404,101.1,29.2
40.9354,-111.4035,94.3,27.5
40.9354,-111.4031,87.4,26.9
40.9354,-111.4026,83.2,28.0
40.9354,-111.4022,84.0,30.4
40.9354,-111.4016,89.3,31.5
40.9354,-111.4013,94.8,31.5
40.9355,-111.4007,96.4,30.0
40.9355,-111.4004,94.2,27.8
40.9355,-111.3998,90.8,26.4
40.9355,-111.3994,87.4,28.9
40.9355,-111.3989,83.4,32.0
40.9355,-111.3985,79.3,34.2
40.9355,-111.398,76.2,33.6
40.9355,-111.3976,74.5,32.6
40.9355,-111.397,75.6,31.4
40.9355,-111.3967,79.9,32.4
40.9355,-111.3961,85.9,33.6
40.9355,-111.3958,91.6,34.7
40.9355,-111.3952,96.6,34.2
40.9355,-111.3948,100.7,34.8
40.9355,-111.3943,102.8,36.2
40.9355,-111.3939,101.8,34.7
40.9355,-111.3934,98.4,33.2
40.9355,-111.393,94.3,31.1
40.9356,-111.3924,90.7,33.3
40.9356,-111.3921,88.8,35.8
40.9356,-111.3915,88.4,35.3
40.9356,-111.3912,87.0,35.8
40.9356,-111.3906,82.9,33.2
40.9356,-111.3902,77.4,30.1
40.9356,-111.3897,73.2,30.5
40.9356,-111.3893,71.2,31.3
40.9356,-111.3888,69.9,32.5
40.9356,-111.3884,67.6,33.5
40.9356,-111.3878,64.0,32.7
40.9356,-111.3875,59.8,32.9
40.9356,-111.3869,55.6,31.1
40.9356,-111.3866,52.8,30.2
40.9356,-111.386,53.7,29.9
40.9356,-111.3856,59.1,31.2
40.9356,-111.3851,68.5,32.7
40.9356,-111.3847,80.1,32.7
40.9357,-111.3842,90.2,32.3
40.9357,-111.3838,96.1,32.8
40.9357,-111.3833,98.5,33.9
40.9357,-111.3829,99.4,35.7
40.9357,-111.3823,99.7,37.0
40.9357,-111.382,99.9,36.3
40.9357,-111.3814,100.0,36.4
40.9357,-111.381,100.2,36.1
40.9357,-111.3805,101.3,35.8
40.9357,-111.3801,104.8,37.1
40.9357,-111.3796,109.8,38.1
40.9357,-111.3792,114.4,38.8
40.9357,-111.3787,117.0,39.4
40.9357,-111.3783,116.9,38.7
40.9357,-111.3777,115.0,39.7
40.9357,-111.3774,113.5,41.0
40.9357,-111.3768,113.8,42.3
40.9357,-111.3764,115.9,41.2
40.9358,-111.3759,117.7,41.4
40.9358,-111.3755,116.4,41.2
40.9358,-111.375,111.7,41.1
40.9358,-111.3746,104.7,42.5
40.9358,-111.3741,97.0,44.1
40.9358,-111.3737,91.5,44.5
40.9358,-111.3731,89.2,42.8
40.9358,-111.3728,88.4,41.8
40.9358,-111.3722,88.2,43.6
40.9358,-111.3718,88.7,45.4
40.9358,-111.3713,89.4,46.5
40.9358,-111.3709,90.0,46.0
40.9358,-111.3704,90.3,45.9
40.9358,-111.37,89.7,44.7
40.9358,-111.3695,86.5,44.3
40.9358,-111.3691,80.9,45.3
40.9358,-111.3685,76.6,46.6
40.9358,-111.3682,76.6,47.6
40.9358,-111.3676,78.9,45.7
40.9359,-111.3673,80.6,45.7
